url,preview
"https://www.pracuj.pl/praca/grafik-graficzka-w-dziale-marketingu-tychy-browarowa-21,oferta,1004592465?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Grafik / Graficzka w Dziale Marketingu TVM Transport & Logistics sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) Browarowa 21, Tychy(śląskie) umowa o pracę pełny etat specjalista (mid / regular) praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci oc"
"https://www.pracuj.pl/praca/kierowca-kat-c-k-m-krapkowice-jana-kilinskiego-1,oferta,1004570917?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Kierowca kat. C (k/m) GRUPA KAPITAŁOWA SPECJAŁO firmie ważna jeszcze 20 dni (do 08 lut) 4 806 – 9 000 zł brutto / mies. | umowa o pracę Jana Kilińskiego 1, Krapkowice(opolskie) umowa o pracę pełny etat pracownik fizyczny praca mobilna(województwo opolskie) praca od zaraz szukamy wielu kandydatów(2 w"
"https://www.pracuj.pl/praca/customer-care-specialist-with-slovak-krakow-aleja-pokoju-18e,oferta,1004592464?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie New Customer Care Specialist with Slovak Capgemini PolskaAbout the company valid for a month (to 18 Feb) Aleja Pokoju 18E, Grzegórzki, Kraków(Lesser Poland) contract of employment full-time specialist (mid / regular) hybrid work Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże C"
"https://www.pracuj.pl/praca/developer-java-python-warszawa,oferta,1004592460?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Developer (Java, Python) Jit Team sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) 14 000 – 26 800 zł netto (+ VAT) / mies. | kontrakt B2B Warszawa(mazowieckie) kontrakt b2b pełny etat specjalista (mid / regular), starszy specjalista (senior) praca hybrydowa praca od zaraz rekrutacja zdal"
"https://www.pracuj.pl/praca/technik-obiektu-k-m-poznan,oferta,1004563882?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Technik Obiektu (K/M) STRABAG PFSO firmie ważna jeszcze 18 dni (do 06 lut) Poznań(wielkopolskie) umowa o pracę pełny etat pracownik fizyczny praca stacjonarna praca od zaraz Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci ocenić, czy ta oferta może być dla Ciebie. Pokaż pods"
"https://www.pracuj.pl/praca/manager-ka-ds-rozwoju-biznesu-warszawa,oferta,1004592459?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Manager_ka ds. Rozwoju Biznesu ING Usługi dla Biznesu S.A.O firmie ważna jeszcze miesiąc (do 18 lut) Warszawa(mazowieckie) umowa o pracę pełny etat menedżer praca hybrydowa Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci ocenić, czy ta oferta może być dla Ciebie. Poka"
"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-rekrutacji-i-procesow-hr-sucha-beskidzka-beniowskiego-1,oferta,1004570911?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Młodszy Specjalista / Młodsza Specjalistka ds. Rekrutacji i Procesów HR Fideltronik Poland Sp. z o.o.O firmie ważna jeszcze 20 dni (do 08 lut) Beniowskiego 1, Sucha Beskidzka(małopolskie) umowa o pracę pełny etat młodszy specjalista (junior) praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty W"
"https://www.pracuj.pl/praca/operator-operatorka-wsparcia-produkcji-oferta-z-transportem-pracowniczym-mielec,oferta,1004570916?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4",Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Operator / Operatorka wsparcia produkcji (oferta z transportem pracowniczym) OTTO Work ForceO firmie ważna jeszcze 20 dni (do 08 lut) Mielec(podkarpackie) umowa o pracę tymczasową pełny etat pracownik fizyczny praca stacjonarna praca od zaraz szukamy wielu kandydatów pracodawca nie wymaga cv запрошу
https://www.pracuj.pl/praca?pn=7,"Przejdź do wyszukiwarki Przejdź do ofert Przejdź do filtrów Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Hej! Jakiej pracy szukasz? Stanowisko, firma, słowo kluczowe Kategoria Lokalizacja Odległość Szukaj Przejdź do wyszukiwarki Przejdź do ofert Przejdź do filtrów Przejdź do stopki Praca - 57 989 ofert pracy Sortuj: Dla Ciebie z678 Superoferta Fullstack Java Developer GOLDENORE ITC sp. z o.o. Sprawdź profil firmy Wrocław Specja"
"https://www.pracuj.pl/praca/sprzedawca-kasjer-k-m-slawno,oferta,1004592467?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Sprzedawca - Kasjer (k/m) Martes Sport Sp. z o. o.O firmie ważna jeszcze miesiąc (do 18 lut) Sławno(zachodniopomorskie) umowa o pracę, umowa zlecenie pełny etat, część etatu pracownik fizyczny praca stacjonarna praca od zaraz szukamy wielu kandydatów запрошуємо працівників з україни Asystent "
"https://www.pracuj.pl/praca/ambasador-ka-marki-na-wyspie-handlowej-katowice,oferta,1004592466?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Ambasador/ka marki na wyspie handlowej Synergie Poland Sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) 40,00 – 70,00 zł brutto / godz. | umowa zlecenie Katowice(śląskie) umowa zlecenie specjalista (mid / regular) praca stacjonarna praca od zaraz Asystent Pracuj.pl Podsumowanie oferty Wyp"
"https://www.pracuj.pl/praca/shopping-center-manager-dzierzoniow,oferta,1004567216?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Shopping Center Manager BIG PolandAbout the company valid for 19 days (to 07 Feb) Dzierżoniów(Lower Silesia) contract of employment full-time team manager full office work Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci ocenić, czy ta oferta może być dla Ciebie. Pokaż podsum"
"https://www.pracuj.pl/praca/specjalista-ds-zapewnienia-jakosci-farmaceuta-k-m-nowa-wies-wroclawska-pow-wroclawski-ryszarda-chomicza-13,oferta,1004570910?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Specjalista ds. Zapewnienia Jakości - Farmaceuta (k/m) USP ZdrowieO firmie ważna jeszcze 20 dni (do 08 lut) Ryszarda Chomicza 13, Nowa Wieś Wrocławska (pow. wrocławski)(dolnośląskie) umowa o pracę pełny etat specjalista (mid / regular), starszy specjalista (senior) praca hybrydowa Asystent Pracuj.pl"
"https://www.pracuj.pl/praca/technik-farmaceutyczny-techniczka-farmaceutyczna-warszawa-woloska-22,oferta,1004570914?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Technik Farmaceutyczny / Techniczka Farmaceutyczna MedicoverO firmie ważna jeszcze 20 dni (do 08 lut) Wołoska 22, Mokotów, Warszawa(mazowieckie) umowa o pracę pełny etat specjalista (mid / regular) praca stacjonarna pracodawca nie wymaga cv Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcj"
"https://www.pracuj.pl/praca/data-integration-engineer-warszawa-zwirki-i-wigury-16a,oferta,1004567215?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Data Integration Engineer PRETIUS SOFTWARE SP. Z O.O.About the company valid for 19 days (to 07 Feb) 150,00 – 180,00 zł net (+ VAT) / hr. | B2B contract Żwirki i Wigury 16A, Włochy, Warszawa(Masovian) b2b contract full-time senior specialist (senior), expert home office work remote recruitment Asyst"
"https://www.pracuj.pl/praca/doradca-ds-wyposazenia-wnetrz-bydgoszcz-fordonska-258,oferta,1004585268?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Doradca ds. Wyposażenia Wnętrz Black Red White S.A.O firmie ważna jeszcze miesiąc (do 14 lut) 4 806 – 6 500 zł brutto / mies. | umowa o pracę Fordońska 258, Bydgoszcz(kujawsko-pomorskie) umowa o pracę pełny etat młodszy specjalista (junior) praca stacjonarna praca od zaraz запрошуємо працівників з у"
"https://www.pracuj.pl/praca/parkieciarz-cykliniarz-k-m-norwegia,oferta,11784539?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Parkieciarz / Cykliniarz (k/m) BERKER DOMINIS Sp. z o.o. właściciel marki pracownicybudowlani.plO firmie ważna jeszcze miesiąc (do 14 lut) Oslo, Norwegia(zagranica) umowa o pracę pełny etat pracownik fizyczny praca stacjonarna praca od zaraz szukamy wielu kandydatów pracodawca nie wymaga cv rekrutac"
"https://www.pracuj.pl/praca/kierownik-operacji-i-sprzedazy-k-m-olsztyn,oferta,1004575768?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni4zOTQ1","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Kierownik Operacji i Sprzedaży (k/m) Biedronka (Jeronimo Martins Polska S.A.)O firmie ważna jeszcze 23 dni (do 11 lut) Olsztyn(warmińsko-mazurskie) umowa o pracę pełny etat kierownik / koordynator praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci ocenić, czy "
"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-sprzedazy-msp-warszawa-wirazowa-37,oferta,1004592457?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Specjalista / Specjalistka ds. Sprzedaży MŚP DHL Express (Poland) Sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) Wirażowa 37, Włochy, Warszawa(mazowieckie) umowa o pracę pełny etat młodszy specjalista (junior), specjalista (mid / regular) praca hybrydowa praca od zaraz Asystent Pracuj.p"
"https://www.pracuj.pl/praca/sprzedawczyni-sprzedawca-sklep-solar-galeria-cuprum-arena-lubin-generala-wladyslawa-sikorskiego-20,oferta,1004592456?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Sprzedawczyni / Sprzedawca - Sklep SOLAR, Galeria Cuprum Arena Solar Company S.A.O firmie ważna jeszcze miesiąc (do 18 lut) Generała Władysława Sikorskiego 20, Lubin(dolnośląskie) umowa o pracę pełny etat młodszy specjalista (junior), specjalista (mid / regular) praca stacjonarna Asystent Pra"
"https://www.pracuj.pl/praca/sprzedawca-kasjer-martes-sport-k-m-oswiecim,oferta,1004592479?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni4zOTQ1",Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Sprzedawca - Kasjer Martes Sport (k/m) Martes Sport Sp. z o. o.O firmie ważna jeszcze miesiąc (do 18 lut) Oświęcim(małopolskie) umowa zlecenie część etatu pracownik fizyczny praca stacjonarna praca od zaraz szukamy wielu kandydatów запрошуємо працівників з україни Asystent Pracuj.pl Podsumowa
"https://www.pracuj.pl/praca/mechanik-serwisu-samochodow-ciezarowych-mercedes-benz-trucks-gorzow-wielkopolski,oferta,1004592462?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4",Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Mechanik Serwisu Samochodów Ciężarowych Mercedes-Benz Trucks Mojsiuk Sp. z o.o. Sp.K.O firmie ważna jeszcze miesiąc (do 18 lut) Gorzów Wielkopolski(lubuskie) umowa o pracę pełny etat specjalista (mid / regular) praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - p
"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-szkolen-m-k-poznan,oferta,1004592463?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Młodszy Specjalista ds. szkoleń (M/K) ENEA Centrum Sp. z o.o.O firmie ważna jeszcze 14 dni (do 02 lut) Poznań(wielkopolskie) umowa o pracę pełny etat młodszy specjalista (junior) praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty Wypróbuj nową funkcję - pomoże Ci ocenić, czy ta oferta m"
"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-obslugi-pacjenta-wroclaw-henryka-sienkiewicza-34a,oferta,1004592461?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Młodszy Specjalista / Młodsza Specjalistka ds. Obsługi Pacjenta MedicoverO firmie ważna jeszcze miesiąc (do 18 lut) Henryka Sienkiewicza 34a, Śródmieście, Wrocław(dolnośląskie) umowa zlecenie pełny etat młodszy specjalista (junior) praca stacjonarna Asystent Pracuj.pl Podsumowanie oferty Wypr"
"https://www.pracuj.pl/praca/kierownik-kierowniczka-budowy-paczkowo-pow-poznanski,oferta,1004592482?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni4zOTQ1","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Kierownik / Kierowniczka budowy MATPOL Sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) 11 000 – 14 000 zł brutto / mies. | umowa o pracę Paczkowo (pow. poznański)(wielkopolskie) umowa o pracę, kontrakt b2b pełny etat kierownik / koordynator praca hybrydowa praca od zaraz Asystent Pracuj."
"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-logistyki-aleksandrow-kujawski-przemyslowa-1,oferta,1004592484?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni4zOTQ1","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Specjalista / Specjalistka ds. logistyki AgriiO firmie ważna jeszcze miesiąc (do 18 lut) Przemysłowa 1, Aleksandrów Kujawski(kujawsko-pomorskie) umowa o pracę pełny etat młodszy specjalista (junior), specjalista (mid / regular) praca stacjonarna praca od zaraz Asystent Pracuj.pl Podsumowanie "
"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-zakopane-droga-do-bialego-3,oferta,1004592458?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Specjalista / Specjalistka ds. marketingu Tms Spartaco sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) 6 000 – 8 000 zł brutto / mies. | umowa o pracę Droga Do Białego 3, Zakopane(małopolskie) umowa o pracę pełny etat kierownik / koordynator praca stacjonarna Asystent Pracuj.pl Podsumowa"
"https://www.pracuj.pl/praca/recepcjonista-recepcjonistka-warszawa-zgrupowania-ak-kampinos-15,oferta,1004592449?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni45NDU4","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Recepcjonista/Recepcjonistka Grupa Kapitałowa Inter CarsO firmie ważna jeszcze miesiąc (do 18 lut) Zgrupowania AK ""Kampinos"" 15, Bielany, Warszawa(mazowieckie) umowa o pracę pełny etat specjalista (mid / regular) praca stacjonarna praca od zaraz rekrutacja zdalna Asystent Pracuj.pl Podsumowan"
"https://www.pracuj.pl/praca/mechanik-mechaniczka-utrzymania-ruchu-bydgoszcz-przemyslowa-27,oferta,1004592476?s=1f7c2c91&searchId=MTc2ODgzMjgwODA5Ni4zOTQ1","Przejdź do treści ogłoszenia Przejdź do panelu aplikowania Przejdź do panelu bocznego Przejdź do stopki Oferty pracy Pобота Profile pracodawców Porady i narzędzia Moje konto DLA FIRM Dodaj ogłoszenie Nowość Mechanik / Mechaniczka Utrzymania Ruchu PRZEDSIĘBIORSTWO DROBIARSKIE ""DROBEX"" - sp. z o.o.O firmie ważna jeszcze miesiąc (do 18 lut) Przemysłowa 27, Bydgoszcz(kujawsko-pomorskie) umowa o pracę pełny etat pracownik fizyczny praca stacjonarna praca od zaraz szukamy wielu kandydatów(2 wakaty) As"
